fid, median_age_of_earners_years_2014_15, median_aud_2011_12, sum_aud_2016_17, sum_aud_2011_12, median_aud_2014_15, median_age_of_earners_years_2013_14, median_age_of_earners_years_2012_13, median_age_of_earners_years_2017_18, median_aud_2013_14, sum_aud_2014_15, earners_persons_2011_12, median_aud_2015_16, mean_aud_2013_14, median_age_of_earners_years_2016_17, median_age_of_earners_years_2015_16, median_aud_2016_17, mean_aud_2012_13, mean_aud_2011_12, earners_persons_2015_16, median_aud_2017_18, earners_persons_2013_14, mean_aud_2016_17, sum_aud_2012_13, mean_aud_2015_16, sa2_code, median_age_of_earners_years_2011_12, earners_persons_2012_13, sa2_name, mean_aud_2014_15, median_aud_2012_13, sum_aud_2015_16, mean_aud_2017_18, earners_persons_2014_15, earners_persons_2017_18, earners_persons_2016_17, sum_aud_2013_14, sum_aud_2017_18
950,39.0,54791.0,7.04475985E8,5.06892675E8,59460.0,39.0,39.0,40.0,57995.0,6.1383372E8,7979.0,61872.0,68348.0,39.0,39.0,64295.0,66799.0,63528.0,9051.0,66233.0,8365.0,76250.0,5.44013623E8,73604.0,"213031352",39.0,8144.0,"Yarraville",70906.0,56262.0,6.66187317E8,79585.0,8657.0,9495.0,9239.0,5.71731629E8,7.5565853E8
951,43.0,44873.0,6.99990382E8,5.03322097E8,49051.0,42.0,42.0,42.0,47316.0,6.15585312E8,9746.0,50057.0,54730.0,42.0,43.0,51733.0,54245.0,51644.0,11109.0,53816.0,10413.0,59609.0,5.41579293E8,57892.0,"213041353",42.0,9984.0,"Bacchus Marsh",56788.0,46416.0,6.43122119E8,61650.0,10840.0,12241.0,11743.0,5.69903805E8,7.5465682E8
952,39.0,45542.0,7.12301053E8,4.4506501E8,50417.0,40.0,39.0,39.0,49043.0,5.96407195E8,8627.0,51853.0,54863.0,39.0,39.0,52568.0,53775.0,51590.0,11322.0,53281.0,9664.0,59363.0,4.79885878E8,58097.0,"213041355",39.0,8924.0,"Hillside",56371.0,47021.0,6.5777461E8,60105.0,10580.0,13234.0,11999.0,5.30192181E8,7.95423527E8
953,41.0,41857.0,5.01242131E8,4.15164334E8,44872.0,41.0,41.0,40.0,43483.0,4.45798914E8,8953.0,45672.0,47849.0,40.0,41.0,46255.0,47027.0,46372.0,9116.0,47357.0,8949.0,50733.0,4.13791891E8,49934.0,"213041356",40.0,8799.0,"Melton",48924.0,42774.0,4.55202319E8,51938.0,9112.0,9851.0,9880.0,4.28197295E8,5.1164277E8
954,38.0,43558.0,6.04385749E8,4.10358992E8,47177.0,38.0,39.0,37.0,45483.0,5.363045E8,8634.0,48199.0,49950.0,38.0,38.0,48610.0,49117.0,47528.0,11310.0,50239.0,9796.0,53067.0,4.53249313E8,52228.0,"213041357",38.0,9228.0,"Melton South",51038.0,44684.0,5.90699337E8,54596.0,10508.0,13561.0,11389.0,4.89310715E8,7.40374944E8
947,37.0,47490.0,5.0228251E8,3.61925671E8,50749.0,37.0,37.0,36.0,49596.0,4.37684388E8,6288.0,50850.0,59733.0,36.0,36.0,51291.0,59017.0,57558.0,7539.0,52575.0,6761.0,62566.0,3.84022793E8,62096.0,"213031349",37.0,6507.0,"Maribyrnong",61104.0,49050.0,4.68139895E8,64646.0,7163.0,8254.0,8028.0,4.03854072E8,5.33588726E8
948,38.0,52145.0,4.14450214E8,3.01454335E8,56850.0,37.0,37.0,39.0,55256.0,3.54330929E8,5033.0,58898.0,63637.0,38.0,38.0,60578.0,61714.0,59896.0,5466.0,63841.0,5221.0,71878.0,3.1325917E8,68694.0,"213031350",37.0,5076.0,"Seddon - Kingsville",65726.0,54014.0,3.75479991E8,75083.0,5391.0,5893.0,5766.0,3.32250387E8,4.42465897E8
955,38.0,44086.0,2.4320699E8,3.630575E8,46847.0,38.0,38.0,38.0,45832.0,4.29538789E8,7641.0,47898.0,49871.0,40.0,38.0,45460.0,49033.0,47514.0,8816.0,49547.0,8124.0,50053.0,3.85690884E8,52062.0,"213041358",38.0,7866.0,"Melton West",50588.0,45084.0,4.58982252E8,54310.0,8491.0,9962.0,4859.0,4.0515418E8,5.41031816E8
959,37.0,46616.0,1.81437517E8,1.34760438E8,49857.0,36.0,36.0,38.0,49816.0,1.60781382E8,2717.0,50484.0,52702.0,38.0,37.0,50208.0,51727.0,49599.0,3068.0,50944.0,2887.0,55810.0,1.42197728E8,55035.0,"213041462",35.0,2749.0,"Burnside Heights",53845.0,48210.0,1.68847842E8,57829.0,2986.0,3289.0,3251.0,1.52151512E8,1.90199501E8
960,39.0,48886.0,6.74630723E8,5.13565695E8,51227.0,39.0,38.0,41.0,50117.0,6.06721951E8,9464.0,52647.0,56616.0,40.0,40.0,53155.0,56301.0,54265.0,10656.0,54704.0,10121.0,60706.0,5.5315493E8,60033.0,"213041463",38.0,9825.0,"Caroline Springs",58065.0,50189.0,6.39716516E8,63092.0,10449.0,11280.0,11113.0,5.73008738E8,7.11678088E8
961,42.0,43694.0,6.00046734E8,5.24376026E8,46152.0,42.0,42.0,41.0,45205.0,5.62380026E8,10687.0,46861.0,51032.0,41.0,42.0,47372.0,50554.0,49067.0,10942.0,48776.0,10706.0,53595.0,5.39566613E8,52778.0,"213051361",41.0,10673.0,"Hoppers Crossing - North",51837.0,44737.0,5.77500581E8,55029.0,10849.0,11432.0,11196.0,5.46347407E8,6.29085887E8
963,34.0,40417.0,3.11814559E8,1.41157005E8,45489.0,34.0,33.0,34.0,44046.0,2.37748549E8,3140.0,46065.0,49498.0,34.0,34.0,46260.0,48546.0,44954.0,5039.0,46852.0,4030.0,53966.0,1.70977322E8,53119.0,"213051363",34.0,3522.0,"Laverton",51350.0,43320.0,2.67664421E8,55310.0,4630.0,6275.0,5778.0,1.99476513E8,3.47069839E8
964,35.0,46716.0,1.084558681E9,6.73762533E8,47439.0,35.0,35.0,35.0,47664.0,8.86528726E8,13375.0,48078.0,51925.0,35.0,35.0,48186.0,51656.0,50375.0,18045.0,48616.0,15718.0,53405.0,7.50928503E8,52736.0,"213051365",34.0,14537.0,"Tarneit",51974.0,47678.0,9.51624729E8,54321.0,17057.0,22755.0,20308.0,8.1615982E8,1.236065895E9
965,34.0,46069.0,7.23065835E8,3.19928902E8,47392.0,33.0,33.0,35.0,47379.0,5.21104519E8,6578.0,48320.0,50675.0,34.0,34.0,48291.0,50103.0,48636.0,11666.0,48546.0,8634.0,53233.0,3.78325086E8,52085.0,"213051366",33.0,7551.0,"Truganina",51184.0,46911.0,6.07620937E8,54134.0,10181.0,15094.0,13583.0,4.37524846E8,8.171006E8
966,44.0,42007.0,4.11841714E8,3.0181139E8,46980.0,44.0,44.0,42.0,45060.0,3.47566917E8,5979.0,48154.0,53289.0,43.0,44.0,50542.0,51657.0,50479.0,6384.0,52000.0,6044.0,59566.0,3.09371337E8,56628.0,"213051368",44.0,5989.0,"Werribee - South",55336.0,43656.0,3.61514061E8,61353.0,6281.0,7428.0,6914.0,3.22075925E8,4.55730147E8
967,37.0,47046.0,7.09902977E8,4.81548403E8,48961.0,36.0,36.0,36.0,48193.0,5.87312582E8,9624.0,49006.0,51787.0,36.0,37.0,50157.0,51816.0,50036.0,11446.0,51493.0,10573.0,54340.0,5.24172443E8,52906.0,"213051369",36.0,10116.0,"Wyndham Vale",52420.0,48566.0,6.05565884E8,56229.0,11204.0,13931.0,13064.0,5.47542688E8,7.83327958E8
968,39.0,54699.0,5.27250474E8,2.76386084E8,54002.0,39.0,39.0,38.0,54247.0,4.08422893E8,4198.0,53423.0,67262.0,38.0,39.0,53208.0,66635.0,65838.0,6471.0,53150.0,5407.0,66413.0,3.23048158E8,67389.0,"213051464",39.0,4848.0,"Point Cook - East",67822.0,54241.0,4.36076978E8,67071.0,6022.0,8924.0,7939.0,3.63688191E8,5.98544858E8
969,38.0,51377.0,8.03740345E8,6.24937476E8,53200.0,38.0,37.0,39.0,52163.0,7.4187437E8,11031.0,53827.0,58980.0,39.0,39.0,53362.0,58263.0,56653.0,12419.0,54720.0,11789.0,61907.0,6.74740829E8,61648.0,"213051465",37.0,11581.0,"Point Cook - North",60394.0,51502.0,7.65604307E8,64152.0,12284.0,13399.0,12983.0,6.95309992E8,8.59569166E8
971,40.0,41253.0,4.93615343E8,4.1299684E8,43750.0,40.0,40.0,39.0,43426.0,4.46970533E8,9109.0,44434.0,47967.0,39.0,40.0,45201.0,47258.0,45339.0,9533.0,46229.0,9094.0,50169.0,4.28960237E8,48847.0,"213051467",40.0,9077.0,"Werribee - East",48046.0,42725.0,4.65663088E8,51519.0,9303.0,10101.0,9839.0,4.36209717E8,5.20390367E8
972,42.0,45421.0,4.3509947E8,3.14571332E8,47668.0,42.0,42.0,38.0,47164.0,3.61333783E8,6033.0,49162.0,55025.0,39.0,41.0,50388.0,54887.0,52142.0,6798.0,52436.0,6124.0,57212.0,3.29705807E8,56575.0,"213051468",42.0,6007.0,"Werribee - West",56662.0,46191.0,3.84596306E8,59281.0,6377.0,8485.0,7605.0,3.36971896E8,5.02997515E8
973,40.0,42601.0,6.15829589E8,4.74140685E8,45853.0,40.0,39.0,40.0,44858.0,5.49981657E8,10418.0,47947.0,47867.0,40.0,40.0,49134.0,47380.0,45512.0,11308.0,50667.0,10778.0,52676.0,5.02272848E8,50904.0,"214011370",39.0,10601.0,"Carrum Downs",49477.0,43956.0,5.75621553E8,54305.0,11116.0,12247.0,11691.0,5.15911803E8,6.65068906E8
974,42.0,39433.0,6.27436198E8,5.18838583E8,43836.0,42.0,42.0,41.0,42408.0,5.71791426E8,11607.0,44744.0,47278.0,42.0,42.0,46119.0,45871.0,44700.0,11844.0,47388.0,11403.0,51374.0,5.20359559E8,50154.0,"214011371",41.0,11344.0,"Frankston",48821.0,40617.0,5.94022324E8,53259.0,11712.0,12820.0,12213.0,5.39113402E8,6.82782948E8
975,42.0,37633.0,4.32046039E8,3.56314252E8,41910.0,42.0,41.0,40.0,40551.0,3.88309057E8,8823.0,43275.0,43418.0,41.0,41.0,44348.0,42244.0,40385.0,9005.0,45692.0,8603.0,47373.0,3.59201788E8,46156.0,"214011372",41.0,8503.0,"Frankston North",44485.0,39439.0,4.15632721E8,48577.0,8729.0,9526.0,9120.0,3.73525239E8,4.6274726E8
979,41.0,47757.0,4.91487793E8,3.57205821E8,50545.0,40.0,40.0,42.0,49619.0,4.36668381E8,6581.0,51691.0,57690.0,42.0,41.0,52393.0,55979.0,54278.0,7725.0,54210.0,7233.0,62010.0,3.89168238E8,60865.0,"214011376",40.0,6952.0,"Skye - Sandhurst",58985.0,48956.0,4.70181077E8,64367.0,7403.0,8102.0,7926.0,4.17274124E8,5.21504553E8
976,46.0,41512.0,6.9564268E8,5.64778807E8,46180.0,46.0,46.0,47.0,44129.0,6.4018436E8,10556.0,48048.0,56335.0,47.0,46.0,49128.0,55559.0,53503.0,11129.0,51192.0,10678.0,62648.0,5.87038628E8,60479.0,"214011373",46.0,10566.0,"Frankston South",58368.0,43347.0,6.73075859E8,65367.0,10968.0,11240.0,11104.0,6.01543024E8,7.34720675E8
977,43.0,43535.0,8.42606069E8,6.6385851E8,46941.0,43.0,42.0,42.0,45789.0,7.7095629E8,13170.0,48489.0,52681.0,42.0,42.0,50307.0,51808.0,50407.0,14537.0,51940.0,13756.0,57630.0,6.88892725E8,56491.0,"214011374",42.0,13297.0,"Langwarrin",54106.0,44806.0,8.21206477E8,59972.0,14249.0,14921.0,14621.0,7.24686589E8,8.948444E8
978,42.0,42089.0,5.1366394E8,4.02816259E8,46472.0,42.0,42.0,42.0,44672.0,4.59974131E8,8791.0,48061.0,49147.0,42.0,42.0,49253.0,47199.0,45821.0,9246.0,50587.0,8763.0,54633.0,4.14359248E8,52799.0,"214011375",41.0,8779.0,"Seaford (Vicnp)",51114.0,42812.0,4.88178925E8,56528.0,8999.0,9621.0,9402.0,4.30672438E8,5.43854981E8
980,49.0,34530.0,3.75766638E8,2.37106173E8,39579.0,49.0,49.0,49.0,37641.0,3.09750419E8,5061.0,40208.0,49683.0,49.0,49.0,41022.0,47982.0,46850.0,6313.0,42729.0,5565.0,55235.0,2.53923133E8,53257.0,"214021377",49.0,5292.0,"Dromana",51660.0,36718.0,3.36212478E8,57195.0,5996.0,7109.0,6803.0,2.76484581E8,4.06599503E8
981,53.0,39636.0,2.82203227E8,2.2575055E8,42078.0,53.0,53.0,54.0,40039.0,2.62873907E8,3539.0,43818.0,66490.0,54.0,54.0,44455.0,70856.0,63789.0,3633.0,47280.0,3631.0,75861.0,2.48705976E8,72129.0,"214021378",53.0,3510.0,"Flinders",71278.0,40153.0,2.62045365E8,77756.0,3688.0,3798.0,3720.0,2.41423932E8,2.95317289E8
982,44.0,38518.0,6.43220955E8,4.91946387E8,41968.0,44.0,44.0,44.0,40572.0,5.73782399E8,10538.0,43240.0,49479.0,44.0,45.0,44595.0,47392.0,46683.0,11436.0,45601.0,10908.0,53957.0,5.04013229E8,52497.0,"214021379",43.0,10635.0,"Hastings - Somers",50661.0,39458.0,6.00357009E8,54913.0,11326.0,12302.0,11921.0,5.39716399E8,6.75541492E8
983,47.0,39066.0,8.30566001E8,6.24641861E8,43052.0,47.0,46.0,48.0,41659.0,7.45529879E8,12600.0,43504.0,53760.0,48.0,47.0,44686.0,50799.0,49575.0,13570.0,45608.0,13080.0,58594.0,6.45049357E8,57247.0,"214021380",46.0,12698.0,"Mornington",55845.0,40328.0,7.76835534E8,60236.0,13350.0,14518.0,14175.0,7.03186601E8,8.74512473E8
984,49.0,46069.0,9.28005376E8,7.27332857E8,51305.0,49.0,49.0,49.0,48845.0,8.51740842E8,10700.0,52970.0,75347.0,49.0,49.0,54529.0,71257.0,67975.0,11208.0,55000.0,10737.0,81583.0,7.61235957E8,80314.0,"214021381",49.0,10683.0,"Mount Eliza",76527.0,47218.0,9.00164826E8,83275.0,11130.0,11631.0,11375.0,8.09000818E8,9.68573618E8
985,47.0,41029.0,7.5394685E8,5.75458344E8,45287.0,47.0,46.0,48.0,43878.0,6.84033349E8,10244.0,46597.0,60186.0,47.0,47.0,49040.0,57705.0,56175.0,11103.0,49556.0,10719.0,66615.0,6.01342322E8,65677.0,"214021382",46.0,10421.0,"Mount Martha",62304.0,42388.0,7.29215185E8,68706.0,10979.0,11608.0,11318.0,6.45132454E8,7.97533797E8
986,50.0,33941.0,6.11264989E8,4.26304604E8,36863.0,50.0,50.0,50.0,36063.0,5.1464625E8,8904.0,37354.0,51972.0,50.0,50.0,39267.0,49674.0,47878.0,9948.0,40382.0,9353.0,59717.0,4.47956086E8,57056.0,"214021383",49.0,9018.0,"Point Nepean",52866.0,34479.0,5.67592211E8,60284.0,9735.0,10605.0,10236.0,4.86091099E8,6.39308591E8
1026,46.0,41174.0,3.11166931E8,2.90787034E8,43303.0,46.0,45.0,47.0,42255.0,3.07771602E8,5833.0,43902.0,52280.0,47.0,46.0,45040.0,50494.0,49852.0,5704.0,46812.0,5740.0,54003.0,2.88474338E8,53527.0,"217011422",45.0,5713.0,"Portland",53675.0,40564.0,3.05317607E8,55632.0,5734.0,5919.0,5762.0,3.00089285E8,3.29285491E8
987,48.0,33162.0,4.9475391E8,3.76089006E8,35919.0,48.0,48.0,48.0,34844.0,4.48222056E8,9502.0,37336.0,42342.0,48.0,49.0,37748.0,41055.0,39580.0,10456.0,39596.0,9865.0,45524.0,3.95607863E8,44985.0,"214021384",48.0,9636.0,"Rosebud - McCrae",43618.0,34145.0,4.70361839E8,47756.0,10276.0,11072.0,10868.0,4.17703893E8,5.28755832E8
1027,50.0,36524.0,1.94800875E8,1.65298176E8,37507.0,49.0,49.0,50.0,34084.0,1.63483594E8,3783.0,38141.0,40690.0,50.0,50.0,40889.0,34943.0,43695.0,3691.0,42664.0,3755.0,51223.0,1.31631197E8,45457.0,"217011423",48.0,3767.0,"Southern Grampians",43794.0,29874.0,1.67781309E8,57001.0,3733.0,3757.0,3803.0,1.52791655E8,2.14153637E8
1019,43.0,37600.0,1.90766452E8,1.6740987E8,40950.0,43.0,43.0,43.0,39911.0,1.79687952E8,4079.0,42178.0,42984.0,43.0,43.0,43202.0,41694.0,41042.0,4052.0,44321.0,3975.0,46551.0,1.66233771E8,45198.0,"216031415",43.0,3987.0,"Mooroopna",44280.0,38692.0,1.8314267E8,47317.0,4058.0,4120.0,4098.0,1.7086186E8,1.94945218E8
1020,43.0,39121.0,5.79903504E8,4.67485584E8,43238.0,43.0,42.0,43.0,41776.0,5.45759947E8,9973.0,44395.0,50098.0,43.0,43.0,45470.0,48366.0,46875.0,10506.0,47629.0,10088.0,54553.0,4.84290093E8,52861.0,"216031416",42.0,10013.0,"Shepparton - North",52266.0,40396.0,5.55358215E8,56418.0,10442.0,10890.0,10630.0,5.05389089E8,6.14387759E8
989,46.0,37395.0,1.97709031E8,1.68392995E8,40314.0,46.0,45.0,46.0,39018.0,1.85674441E8,4071.0,41089.0,44165.0,46.0,46.0,41957.0,42910.0,41364.0,4046.0,43904.0,4065.0,48023.0,1.72711991E8,46667.0,"215011386",45.0,4025.0,"Ararat",45508.0,38660.0,1.88816323E8,49151.0,4080.0,4258.0,4117.0,1.79532247E8,2.09286561E8
988,44.0,41125.0,6.37260044E8,5.09994177E8,44889.0,45.0,44.0,44.0,42497.0,5.77909169E8,10355.0,46108.0,51687.0,44.0,45.0,47929.0,50784.0,49251.0,11030.0,48755.0,10531.0,57071.0,5.21909637E8,55030.0,"214021385",44.0,10277.0,"Somerville",53264.0,41965.0,6.06977596E8,58976.0,10850.0,11332.0,11166.0,5.44313554E8,6.68311535E8
1021,42.0,37097.0,5.98451992E8,4.95551645E8,40289.0,43.0,42.0,42.0,39310.0,5.64485778E8,11573.0,41211.0,46370.0,42.0,42.0,41600.0,44173.0,42820.0,12144.0,43183.0,11667.0,48325.0,5.09004834E8,47888.0,"216031417",42.0,11523.0,"Shepparton - South",46865.0,38088.0,5.8155401E8,50116.0,12045.0,12618.0,12384.0,5.41000224E8,6.32368538E8
1022,48.0,35849.0,1.12895931E8,9.8784053E7,40535.0,48.0,47.0,47.0,38806.0,1.14271258E8,2443.0,40539.0,44865.0,47.0,47.0,38255.0,43632.0,40436.0,2446.0,42574.0,2467.0,45340.0,1.06548411E8,46919.0,"216031418",47.0,2442.0,"Shepparton Region - East",46452.0,37363.0,1.14763522E8,48209.0,2460.0,2516.0,2490.0,1.10682453E8,1.21293953E8
1023,46.0,34969.0,2.60264109E8,2.21364924E8,39472.0,46.0,46.0,46.0,37163.0,2.50364106E8,5473.0,39055.0,42393.0,46.0,45.0,39553.0,41168.0,40447.0,5674.0,41983.0,5554.0,45870.0,2.26340833E8,44486.0,"216031419",45.0,5498.0,"Shepparton Region - West",44297.0,35102.0,2.5241289E8,48350.0,5652.0,5719.0,5674.0,2.3545316E8,2.76514755E8
1024,49.0,36340.0,2.50154554E8,2.12557176E8,38920.0,49.0,49.0,50.0,36521.0,2.29590019E8,4881.0,40473.0,43503.0,50.0,50.0,41851.0,40206.0,43548.0,4837.0,42273.0,4795.0,51261.0,1.93068146E8,49529.0,"217011420",48.0,4802.0,"Glenelg (Vicnp)",47358.0,34106.0,2.39570154E8,50806.0,4848.0,4982.0,4880.0,2.08597969E8,2.5311349E8
1025,47.0,38210.0,2.84070505E8,2.65010734E8,40038.0,47.0,47.0,47.0,38264.0,2.71745315E8,5871.0,39889.0,45075.0,47.0,47.0,41490.0,44957.0,45139.0,5998.0,42871.0,5762.0,48303.0,2.61963257E8,47314.0,"217011421",47.0,5827.0,"Hamilton (Vicnp)",47235.0,38082.0,2.83790383E8,49549.0,5753.0,5850.0,5881.0,2.597202E8,2.89858793E8
1013,49.0,38404.0,9.7549907E7,9.322981E7,40120.0,48.0,48.0,49.0,38976.0,1.02614168E8,2114.0,37002.0,46407.0,49.0,49.0,39859.0,44121.0,44101.0,2136.0,42188.0,2095.0,45162.0,8.9521368E7,44881.0,"216011409",48.0,2029.0,"Rochester",48841.0,37093.0,9.5865659E7,49474.0,2101.0,2194.0,2160.0,9.7221899E7,1.08546747E8
1014,50.0,29912.0,8.8644127E7,7.5118126E7,35632.0,49.0,49.0,50.0,34090.0,8.8182758E7,2104.0,33363.0,39750.0,50.0,50.0,36368.0,36385.0,35703.0,2059.0,38359.0,2029.0,42515.0,7.5244572E7,39370.0,"216011410",49.0,2068.0,"Rushworth",42355.0,31650.0,8.1063672E7,45788.0,2082.0,2060.0,2085.0,8.065349E7,9.4324272E7
1029,43.0,37759.0,3.40117527E8,2.86677005E8,41609.0,43.0,43.0,43.0,40212.0,3.09835917E8,6739.0,43141.0,45283.0,43.0,44.0,44108.0,43778.0,42540.0,6914.0,45879.0,6657.0,48846.0,2.91166478E8,47905.0,"217031472",43.0,6651.0,"Colac",46272.0,39179.0,3.31213395E8,50671.0,6696.0,7237.0,6963.0,3.01449203E8,3.66704212E8
1030,48.0,34741.0,1.52525219E8,1.30246149E8,37696.0,48.0,48.0,48.0,36047.0,1.4672708E8,3214.0,36725.0,42864.0,48.0,48.0,37876.0,37256.0,40525.0,3306.0,40060.0,3240.0,44468.0,1.20037232E8,43107.0,"217031473",48.0,3222.0,"Colac Region",44288.0,32033.0,1.42511562E8,46723.0,3313.0,3486.0,3430.0,1.38879501E8,1.62877341E8
991,45.0,38779.0,4.80307931E8,3.99162251E8,42020.0,44.0,44.0,45.0,41756.0,4.438448E8,8965.0,42686.0,48541.0,45.0,45.0,44489.0,46660.0,44525.0,9192.0,46612.0,9079.0,50607.0,4.17416543E8,48270.0,"215011388",44.0,8946.0,"Horsham",48234.0,40050.0,4.43700858E8,52518.0,9202.0,9612.0,9491.0,4.40705083E8,5.04804212E8
992,48.0,37863.0,1.05336799E8,9.2839407E7,36619.0,48.0,48.0,48.0,41828.0,9.2080202E7,2173.0,33573.0,53622.0,48.0,49.0,40886.0,48852.0,42724.0,2152.0,46405.0,2228.0,47772.0,1.07034204E8,34273.0,"215011389",47.0,2191.0,"Horsham Region",41665.0,39910.0,7.3755716E7,54219.0,2210.0,2182.0,2205.0,1.19470458E8,1.18305375E8
993,50.0,36657.0,1.82825681E8,1.69419033E8,39745.0,49.0,49.0,49.0,41717.0,1.8486978E8,3999.0,34734.0,52304.0,50.0,50.0,42083.0,44483.0,42365.0,3775.0,45952.0,3886.0,48226.0,1.74596888E8,37437.0,"215011390",49.0,3925.0,"Nhill Region",47671.0,36752.0,1.413243E8,56733.0,3878.0,3814.0,3791.0,2.03252819E8,2.16381249E8
994,50.0,34321.0,8.0650224E7,7.6718713E7,34585.0,50.0,50.0,50.0,34634.0,7.7972238E7,1930.0,34357.0,41805.0,50.0,50.0,36413.0,40199.0,39751.0,1834.0,40191.0,1898.0,43571.0,7.5253328E7,38690.0,"215011391",49.0,1872.0,"St Arnaud",41146.0,34238.0,7.0958226E7,47995.0,1895.0,1872.0,1851.0,7.9345247E7,8.9846757E7
1003,41.0,38475.0,3.86618119E8,2.65213073E8,42654.0,41.0,41.0,42.0,41515.0,3.29395121E8,6101.0,42913.0,46976.0,42.0,42.0,43898.0,45256.0,43470.0,7097.0,45574.0,6688.0,50035.0,2.88237794E8,49379.0,"215021470",41.0,6369.0,"Mildura - South",47662.0,40146.0,3.50440863E8,51806.0,6911.0,8845.0,7727.0,3.14178476E8,4.58222783E8
1004,51.0,33888.0,1.57760139E8,1.46704248E8,29420.0,50.0,50.0,51.0,34669.0,1.2456362E8,3639.0,28996.0,42337.0,50.0,51.0,37000.0,45288.0,40314.0,3389.0,40423.0,3548.0,45741.0,1.62855059E8,34389.0,"215031400",49.0,3596.0,"Buloke",35217.0,35263.0,1.16544877E8,50300.0,3537.0,3458.0,3449.0,1.50210207E8,1.73938249E8
1005,49.0,33727.0,1.44862627E8,1.36306185E8,37209.0,49.0,49.0,49.0,37061.0,1.53376974E8,3536.0,35131.0,42508.0,50.0,49.0,35500.0,40112.0,38548.0,3501.0,39347.0,3553.0,40195.0,1.41554606E8,40336.0,"215031401",49.0,3529.0,"Gannawarra",42241.0,34351.0,1.4121519E8,46320.0,3631.0,3654.0,3604.0,1.51032051E8,1.69253693E8
1006,49.0,32129.0,8.5588873E7,7.7289039E7,36365.0,49.0,49.0,49.0,34592.0,8.681114E7,2143.0,36422.0,39225.0,49.0,50.0,38204.0,37777.0,36066.0,2098.0,39727.0,2069.0,42497.0,7.7481371E7,40481.0,"215031402",48.0,2051.0,"Kerang",41104.0,33691.0,8.4928773E7,46432.0,2112.0,2028.0,2014.0,8.1155782E7,9.4164405E7
1007,42.0,32773.0,9.4477636E7,7.3803315E7,36136.0,42.0,42.0,41.0,34011.0,7.1730902E7,1855.0,37243.0,42515.0,41.0,40.0,39272.0,41721.0,39786.0,1686.0,43082.0,1793.0,53559.0,7.5390645E7,50750.0,"215031403",41.0,1807.0,"Robinvale",42545.0,34656.0,8.5565161E7,54055.0,1686.0,1764.0,1764.0,7.6229906E7,9.5353344E7
1008,44.0,38155.0,3.19881613E8,2.81731201E8,42049.0,44.0,43.0,43.0,41101.0,2.99203376E8,6181.0,42773.0,48074.0,43.0,44.0,43771.0,47147.0,45580.0,6219.0,46178.0,6151.0,50470.0,2.87972975E8,48445.0,"215031404",43.0,6108.0,"Swan Hill",47781.0,40010.0,3.01276976E8,53675.0,6262.0,6427.0,6338.0,2.95702293E8,3.44967138E8
1009,46.0,35184.0,1.69860517E8,1.37419239E8,38477.0,46.0,46.0,47.0,36546.0,1.58761781E8,3428.0,37364.0,43231.0,47.0,47.0,40312.0,43040.0,40087.0,3352.0,43983.0,3501.0,48133.0,1.47541199E8,43380.0,"215031405",46.0,3428.0,"Swan Hill Region",44924.0,35767.0,1.45409548E8,51610.0,3534.0,3545.0,3529.0,1.51352288E8,1.82955774E8
1010,45.0,38313.0,4.48327902E8,3.65949921E8,42589.0,45.0,45.0,46.0,40641.0,4.24886643E8,8192.0,42933.0,47640.0,45.0,45.0,43457.0,46212.0,44672.0,8616.0,44986.0,8288.0,50825.0,3.7727555E8,49745.0,"216011406",44.0,8164.0,"Echuca",49893.0,39386.0,4.28604243E8,52698.0,8516.0,8968.0,8821.0,3.94837893E8,4.72595818E8
1011,46.0,34576.0,2.61920736E8,2.29937475E8,38200.0,46.0,46.0,46.0,37292.0,2.55728016E8,5795.0,38735.0,42390.0,46.0,46.0,40467.0,39149.0,39679.0,5995.0,42832.0,5753.0,44236.0,2.24634286E8,42824.0,"216011407",45.0,5738.0,"Kyabram",43292.0,35143.0,2.56732041E8,46980.0,5907.0,6018.0,5921.0,2.43869108E8,2.82724304E8
1012,47.0,32497.0,9.290293E7,7.4282091E7,38603.0,47.0,47.0,47.0,37819.0,9.3153766E7,1929.0,36796.0,44242.0,47.0,47.0,37859.0,38682.0,38508.0,2096.0,42116.0,2090.0,42911.0,7.6512741E7,41334.0,"216011408",47.0,1978.0,"Lockington - Gunbower",44128.0,34026.0,8.66363E7,47050.0,2111.0,2221.0,2165.0,9.2466426E7,1.044978E8
1028,48.0,37034.0,8.939838E7,8.4067663E7,40144.0,48.0,48.0,48.0,38703.0,8.8840741E7,1964.0,40088.0,43711.0,49.0,48.0,40419.0,41278.0,42804.0,1914.0,42348.0,1914.0,46296.0,7.8592371E7,45498.0,"217031471",47.0,1904.0,"Camperdown",45936.0,37157.0,8.7083168E7,48007.0,1934.0,1920.0,1931.0,8.366369E7,9.2173425E7
1031,49.0,34370.0,1.41586409E8,1.20198746E8,39717.0,49.0,48.0,49.0,38178.0,1.40486017E8,2987.0,38679.0,45552.0,49.0,49.0,39477.0,38161.0,40241.0,2847.0,42284.0,2998.0,47086.0,1.14825712E8,44881.0,"217031474",48.0,3009.0,"Corangamite - North",47190.0,33397.0,1.27777034E8,48418.0,2977.0,3053.0,3007.0,1.36565999E8,1.47820782E8
